day,month,year,province,health_zone,confirmed_cases
2,1,2019,North Kivu,Butembo,43
3,1,2019,North Kivu,Butembo,45
4,1,2019,North Kivu,Butembo,42
5,1,2019,North Kivu,Butembo,46
6,1,2019,North Kivu,Butembo,46
7,1,2019,North Kivu,Butembo,46
8,1,2019,North Kivu,Butembo,46
9,1,2019,North Kivu,Butembo,46
10,1,2019,North Kivu,Butembo,46
11,1,2019,North Kivu,Butembo,46
12,1,2019,North Kivu,Butembo,47
13,1,2019,North Kivu,Butembo,47
14,1,2019,North Kivu,Butembo,48
15,1,2019,North Kivu,Butembo,49
16,1,2019,North Kivu,Butembo,49
17,1,2019,North Kivu,Butembo,51
18,1,2019,North Kivu,Butembo,52
19,1,2019,North Kivu,Butembo,52
20,1,2019,North Kivu,Butembo,51
21,1,2019,North Kivu,Butembo,51
22,1,2019,North Kivu,Butembo,52
23,1,2019,North Kivu,Butembo,52
24,1,2019,North Kivu,Butembo,52
25,1,2019,North Kivu,Butembo,52
26,1,2019,North Kivu,Butembo,52
27,1,2019,North Kivu,Butembo,52
28,1,2019,North Kivu,Butembo,53
29,1,2019,North Kivu,Butembo,53
30,1,2019,North Kivu,Butembo,54
31,1,2019,North Kivu,Butembo,56
1,2,2019,North Kivu,Butembo,56
2,2,2019,North Kivu,Butembo,56
3,2,2019,North Kivu,Butembo,58
4,2,2019,North Kivu,Butembo,58
5,2,2019,North Kivu,Butembo,58
6,2,2019,North Kivu,Butembo,59
7,2,2019,North Kivu,Butembo,59
8,2,2019,North Kivu,Butembo,59
9,2,2019,North Kivu,Butembo,61
10,2,2019,North Kivu,Butembo,61
11,2,2019,North Kivu,Butembo,62
12,2,2019,North Kivu,Butembo,64
13,2,2019,North Kivu,Butembo,66
14,2,2019,North Kivu,Butembo,66
15,2,2019,North Kivu,Butembo,66
16,2,2019,North Kivu,Butembo,66
17,2,2019,North Kivu,Butembo,67
18,2,2019,North Kivu,Butembo,68
19,2,2019,North Kivu,Butembo,69
20,2,2019,North Kivu,Butembo,69
21,2,2019,North Kivu,Butembo,71
22,2,2019,North Kivu,Butembo,73
23,2,2019,North Kivu,Butembo,76
24,2,2019,North Kivu,Butembo,76
25,2,2019,North Kivu,Butembo,78
26,2,2019,North Kivu,Butembo,78
27,2,2019,North Kivu,Butembo,78
28,2,2019,North Kivu,Butembo,78
1,3,2019,North Kivu,Butembo,78
2,3,2019,North Kivu,Butembo,79
3,3,2019,North Kivu,Butembo,83
4,3,2019,North Kivu,Butembo,83
5,3,2019,North Kivu,Butembo,84
6,3,2019,North Kivu,Butembo,85
7,3,2019,North Kivu,Butembo,85
8,3,2019,North Kivu,Butembo,85
9,3,2019,North Kivu,Butembo,87
10,3,2019,North Kivu,Butembo,88
11,3,2019,North Kivu,Butembo,88
12,3,2019,North Kivu,Butembo,88
13,3,2019,North Kivu,Butembo,88
14,3,2019,North Kivu,Butembo,89
15,3,2019,North Kivu,Butembo,90
16,3,2019,North Kivu,Butembo,90
17,3,2019,North Kivu,Butembo,91
18,3,2019,North Kivu,Butembo,91
19,3,2019,North Kivu,Butembo,92
20,3,2019,North Kivu,Butembo,94
21,3,2019,North Kivu,Butembo,94
22,3,2019,North Kivu,Butembo,95
23,3,2019,North Kivu,Butembo,97
24,3,2019,North Kivu,Butembo,97
25,3,2019,North Kivu,Butembo,98
26,3,2019,North Kivu,Butembo,98
27,3,2019,North Kivu,Butembo,98
28,3,2019,North Kivu,Butembo,98
29,3,2019,North Kivu,Butembo,98
30,3,2019,North Kivu,Butembo,98
31,3,2019,North Kivu,Butembo,98
1,4,2019,North Kivu,Butembo,99
2,4,2019,North Kivu,Butembo,100
3,4,2019,North Kivu,Butembo,100
4,4,2019,North Kivu,Butembo,101
5,4,2019,North Kivu,Butembo,104
6,4,2019,North Kivu,Butembo,104
7,4,2019,North Kivu,Butembo,107
8,4,2019,North Kivu,Butembo,108
9,4,2019,North Kivu,Butembo,108
10,4,2019,North Kivu,Butembo,109
11,4,2019,North Kivu,Butembo,112
12,4,2019,North Kivu,Butembo,112
13,4,2019,North Kivu,Butembo,113
14,4,2019,North Kivu,Butembo,113
15,4,2019,North Kivu,Butembo,116
16,4,2019,North Kivu,Butembo,120
17,4,2019,North Kivu,Butembo,122
18,4,2019,North Kivu,Butembo,123
19,4,2019,North Kivu,Butembo,125
20,4,2019,North Kivu,Butembo,126
21,4,2019,North Kivu,Butembo,127
22,4,2019,North Kivu,Butembo,128
23,4,2019,North Kivu,Butembo,129
24,4,2019,North Kivu,Butembo,129
25,4,2019,North Kivu,Butembo,131
26,4,2019,North Kivu,Butembo,137
27,4,2019,North Kivu,Butembo,143
28,4,2019,North Kivu,Butembo,144
29,4,2019,North Kivu,Butembo,145
30,4,2019,North Kivu,Butembo,149
1,5,2019,North Kivu,Butembo,151
2,5,2019,North Kivu,Butembo,151
3,5,2019,North Kivu,Butembo,153
4,5,2019,North Kivu,Butembo,153
5,5,2019,North Kivu,Butembo,154
6,5,2019,North Kivu,Butembo,154
7,5,2019,North Kivu,Butembo,154
8,5,2019,North Kivu,Butembo,154
9,5,2019,North Kivu,Butembo,159
10,5,2019,North Kivu,Butembo,164
11,5,2019,North Kivu,Butembo,165
12,5,2019,North Kivu,Butembo,167
13,5,2019,North Kivu,Butembo,169
14,5,2019,North Kivu,Butembo,170
15,5,2019,North Kivu,Butembo,172
16,5,2019,North Kivu,Butembo,177
17,5,2019,North Kivu,Butembo,182
18,5,2019,North Kivu,Butembo,186
19,5,2019,North Kivu,Butembo,187
20,5,2019,North Kivu,Butembo,191
21,5,2019,North Kivu,Butembo,199
22,5,2019,North Kivu,Butembo,203
23,5,2019,North Kivu,Butembo,205
24,5,2019,North Kivu,Butembo,209
25,5,2019,North Kivu,Butembo,212
26,5,2019,North Kivu,Butembo,213
27,5,2019,North Kivu,Butembo,217
28,5,2019,North Kivu,Butembo,220
29,5,2019,North Kivu,Butembo,220
30,5,2019,North Kivu,Butembo,223
31,5,2019,North Kivu,Butembo,223
1,6,2019,North Kivu,Butembo,228
2,6,2019,North Kivu,Butembo,231
3,6,2019,North Kivu,Butembo,233
4,6,2019,North Kivu,Butembo,233
5,6,2019,North Kivu,Butembo,234
6,6,2019,North Kivu,Butembo,235
7,6,2019,North Kivu,Butembo,236
8,6,2019,North Kivu,Butembo,238
9,6,2019,North Kivu,Butembo,238
10,6,2019,North Kivu,Butembo,238
11,6,2019,North Kivu,Butembo,238
12,6,2019,North Kivu,Butembo,239
13,6,2019,North Kivu,Butembo,239
14,6,2019,North Kivu,Butembo,241
15,6,2019,North Kivu,Butembo,241
16,6,2019,North Kivu,Butembo,241
17,6,2019,North Kivu,Butembo,243
18,6,2019,North Kivu,Butembo,243
19,6,2019,North Kivu,Butembo,243
20,6,2019,North Kivu,Butembo,243
21,6,2019,North Kivu,Butembo,243
22,6,2019,North Kivu,Butembo,243
23,6,2019,North Kivu,Butembo,243
24,6,2019,North Kivu,Butembo,245
25,6,2019,North Kivu,Butembo,246
26,6,2019,North Kivu,Butembo,246
27,6,2019,North Kivu,Butembo,246
28,6,2019,North Kivu,Butembo,247
29,6,2019,North Kivu,Butembo,248
30,6,2019,North Kivu,Butembo,248
1,7,2019,North Kivu,Butembo,248
2,7,2019,North Kivu,Butembo,250
3,7,2019,North Kivu,Butembo,252
4,7,2019,North Kivu,Butembo,253
5,7,2019,North Kivu,Butembo,254
6,7,2019,North Kivu,Butembo,254
7,7,2019,North Kivu,Butembo,254
8,7,2019,North Kivu,Butembo,254
9,7,2019,North Kivu,Butembo,254
10,7,2019,North Kivu,Butembo,254
11,7,2019,North Kivu,Butembo,254
12,7,2019,North Kivu,Butembo,254
13,7,2019,North Kivu,Butembo,255
14,7,2019,North Kivu,Butembo,255
15,7,2019,North Kivu,Butembo,255
16,7,2019,North Kivu,Butembo,255
17,7,2019,North Kivu,Butembo,257
18,7,2019,North Kivu,Butembo,257
19,7,2019,North Kivu,Butembo,258
20,7,2019,North Kivu,Butembo,258
21,7,2019,North Kivu,Butembo,258
30,7,2019,North Kivu,Butembo,259
31,7,2019,North Kivu,Butembo,258
1,8,2019,North Kivu,Butembo,260
2,8,2019,North Kivu,Butembo,262
3,8,2019,North Kivu,Butembo,262
4,8,2019,North Kivu,Butembo,264
6,8,2019,North Kivu,Butembo,265
7,8,2019,North Kivu,Butembo,265
8,8,2019,North Kivu,Butembo,265
9,8,2019,North Kivu,Butembo,265
10,8,2019,North Kivu,Butembo,267
11,8,2019,North Kivu,Butembo,269
12,8,2019,North Kivu,Butembo,270
13,8,2019,North Kivu,Butembo,271
14,8,2019,North Kivu,Butembo,271
15,8,2019,North Kivu,Butembo,271
16,8,2019,North Kivu,Butembo,271
17,8,2019,North Kivu,Butembo,271
18,8,2019,North Kivu,Butembo,272
19,8,2019,North Kivu,Butembo,272
20,8,2019,North Kivu,Butembo,276
21,8,2019,North Kivu,Butembo,276
22,8,2019,North Kivu,Butembo,276
23,8,2019,North Kivu,Butembo,276
24,8,2019,North Kivu,Butembo,277
25,8,2019,North Kivu,Butembo,277
26,8,2019,North Kivu,Butembo,277
27,8,2019,North Kivu,Butembo,277
28,8,2019,North Kivu,Butembo,277
29,8,2019,North Kivu,Butembo,278
30,8,2019,North Kivu,Butembo,279
31,8,2019,North Kivu,Butembo,279
1,9,2019,North Kivu,Butembo,279
2,9,2019,North Kivu,Butembo,279
3,9,2019,North Kivu,Butembo,279
4,9,2019,North Kivu,Butembo,280
5,9,2019,North Kivu,Butembo,281
6,9,2019,North Kivu,Butembo,282
7,9,2019,North Kivu,Butembo,282
8,9,2019,North Kivu,Butembo,282
9,9,2019,North Kivu,Butembo,282
10,9,2019,North Kivu,Butembo,282
11,9,2019,North Kivu,Butembo,282
12,9,2019,North Kivu,Butembo,282
13,9,2019,North Kivu,Butembo,281
14,9,2019,North Kivu,Butembo,281
15,9,2019,North Kivu,Butembo,281
16,9,2019,North Kivu,Butembo,281
17,9,2019,North Kivu,Butembo,281
18,9,2019,North Kivu,Butembo,281
19,9,2019,North Kivu,Butembo,281
20,9,2019,North Kivu,Butembo,281
21,9,2019,North Kivu,Butembo,281
22,9,2019,North Kivu,Butembo,282
23,9,2019,North Kivu,Butembo,282
24,9,2019,North Kivu,Butembo,282
25,9,2019,North Kivu,Butembo,282
26,9,2019,North Kivu,Butembo,282
27,9,2019,North Kivu,Butembo,282
28,9,2019,North Kivu,Butembo,283
29,9,2019,North Kivu,Butembo,283
30,9,2019,North Kivu,Butembo,283
1,10,2019,North Kivu,Butembo,284
2,10,2019,North Kivu,Butembo,283
3,10,2019,North Kivu,Butembo,283
4,10,2019,North Kivu,Butembo,283
5,10,2019,North Kivu,Butembo,283
6,10,2019,North Kivu,Butembo,283
7,10,2019,North Kivu,Butembo,283
8,10,2019,North Kivu,Butembo,283
9,10,2019,North Kivu,Butembo,283
10,10,2019,North Kivu,Butembo,283
11,10,2019,North Kivu,Butembo,283
12,10,2019,North Kivu,Butembo,283
13,10,2019,North Kivu,Butembo,283
14,10,2019,North Kivu,Butembo,283
15,10,2019,North Kivu,Butembo,283
16,10,2019,North Kivu,Butembo,283
17,10,2019,North Kivu,Butembo,283
18,10,2019,North Kivu,Butembo,283
19,10,2019,North Kivu,Butembo,283
20,10,2019,North Kivu,Butembo,283
21,10,2019,North Kivu,Butembo,283
22,10,2019,North Kivu,Butembo,283
23,10,2019,North Kivu,Butembo,284
24,10,2019,North Kivu,Butembo,284
25,10,2019,North Kivu,Butembo,284
26,10,2019,North Kivu,Butembo,284
27,10,2019,North Kivu,Butembo,284
28,10,2019,North Kivu,Butembo,284
29,10,2019,North Kivu,Butembo,284
30,10,2019,North Kivu,Butembo,284
31,10,2019,North Kivu,Butembo,284
1,11,2019,North Kivu,Butembo,284
2,11,2019,North Kivu,Butembo,284
3,11,2019,North Kivu,Butembo,284
4,11,2019,North Kivu,Butembo,284
5,11,2019,North Kivu,Butembo,284
6,11,2019,North Kivu,Butembo,284
7,11,2019,North Kivu,Butembo,284
8,11,2019,North Kivu,Butembo,284
9,11,2019,North Kivu,Butembo,284
10,11,2019,North Kivu,Butembo,284
11,11,2019,North Kivu,Butembo,284
12,11,2019,North Kivu,Butembo,284
13,11,2019,North Kivu,Butembo,284
14,11,2019,North Kivu,Butembo,284
15,11,2019,North Kivu,Butembo,284
16,11,2019,North Kivu,Butembo,284
17,11,2019,North Kivu,Butembo,284
18,11,2019,North Kivu,Butembo,284
19,11,2019,North Kivu,Butembo,284
20,11,2019,North Kivu,Butembo,284
21,11,2019,North Kivu,Butembo,284
22,11,2019,North Kivu,Butembo,284
23,11,2019,North Kivu,Butembo,284
24,11,2019,North Kivu,Butembo,284
25,11,2019,North Kivu,Butembo,284
26,11,2019,North Kivu,Butembo,284
27,11,2019,North Kivu,Butembo,284
28,11,2019,North Kivu,Butembo,284
29,11,2019,North Kivu,Butembo,284
30,11,2019,North Kivu,Butembo,284
1,12,2019,North Kivu,Butembo,284
2,12,2019,North Kivu,Butembo,284
3,12,2019,North Kivu,Butembo,284
4,12,2019,North Kivu,Butembo,284
5,12,2019,North Kivu,Butembo,284
6,12,2019,North Kivu,Butembo,284
7,12,2019,North Kivu,Butembo,284
8,12,2019,North Kivu,Butembo,284
9,12,2019,North Kivu,Butembo,284
10,12,2019,North Kivu,Butembo,284
11,12,2019,North Kivu,Butembo,284
12,12,2019,North Kivu,Butembo,284
13,12,2019,North Kivu,Butembo,284
14,12,2019,North Kivu,Butembo,284
15,12,2019,North Kivu,Butembo,284
16,12,2019,North Kivu,Butembo,284
17,12,2019,North Kivu,Butembo,285
18,12,2019,North Kivu,Butembo,285
19,12,2019,North Kivu,Butembo,286
20,12,2019,North Kivu,Butembo,286
21,12,2019,North Kivu,Butembo,286
22,12,2019,North Kivu,Butembo,286
23,12,2019,North Kivu,Butembo,286
24,12,2019,North Kivu,Butembo,286
25,12,2019,North Kivu,Butembo,286
26,12,2019,North Kivu,Butembo,287
27,12,2019,North Kivu,Butembo,287
28,12,2019,North Kivu,Butembo,287
29,12,2019,North Kivu,Butembo,287
30,12,2019,North Kivu,Butembo,287
31,12,2019,North Kivu,Butembo,289
1,1,2019,North Kivu,Masereka,7
2,1,2019,North Kivu,Masereka,7
3,1,2019,North Kivu,Masereka,7
4,1,2019,North Kivu,Masereka,7
5,1,2019,North Kivu,Masereka,7
6,1,2019,North Kivu,Masereka,7
7,1,2019,North Kivu,Masereka,7
8,1,2019,North Kivu,Masereka,7
9,1,2019,North Kivu,Masereka,7
10,1,2019,North Kivu,Masereka,7
11,1,2019,North Kivu,Masereka,7
12,1,2019,North Kivu,Masereka,7
13,1,2019,North Kivu,Masereka,7
14,1,2019,North Kivu,Masereka,7
15,1,2019,North Kivu,Masereka,7
16,1,2019,North Kivu,Masereka,7
17,1,2019,North Kivu,Masereka,7
18,1,2019,North Kivu,Masereka,7
19,1,2019,North Kivu,Masereka,7
20,1,2019,North Kivu,Masereka,7
21,1,2019,North Kivu,Masereka,7
22,1,2019,North Kivu,Masereka,7
23,1,2019,North Kivu,Masereka,7
24,1,2019,North Kivu,Masereka,7
25,1,2019,North Kivu,Masereka,7
26,1,2019,North Kivu,Masereka,7
27,1,2019,North Kivu,Masereka,7
28,1,2019,North Kivu,Masereka,7
29,1,2019,North Kivu,Masereka,7
30,1,2019,North Kivu,Masereka,7
31,1,2019,North Kivu,Masereka,7
1,2,2019,North Kivu,Masereka,7
2,2,2019,North Kivu,Masereka,7
3,2,2019,North Kivu,Masereka,7
4,2,2019,North Kivu,Masereka,7
5,2,2019,North Kivu,Masereka,7
6,2,2019,North Kivu,Masereka,7
7,2,2019,North Kivu,Masereka,7
8,2,2019,North Kivu,Masereka,7
9,2,2019,North Kivu,Masereka,7
10,2,2019,North Kivu,Masereka,7
11,2,2019,North Kivu,Masereka,8
12,2,2019,North Kivu,Masereka,8
13,2,2019,North Kivu,Masereka,8
14,2,2019,North Kivu,Masereka,8
15,2,2019,North Kivu,Masereka,8
16,2,2019,North Kivu,Masereka,8
17,2,2019,North Kivu,Masereka,8
18,2,2019,North Kivu,Masereka,8
19,2,2019,North Kivu,Masereka,8
20,2,2019,North Kivu,Masereka,8
21,2,2019,North Kivu,Masereka,8
22,2,2019,North Kivu,Masereka,8
23,2,2019,North Kivu,Masereka,8
24,2,2019,North Kivu,Masereka,8
25,2,2019,North Kivu,Masereka,8
26,2,2019,North Kivu,Masereka,8
27,2,2019,North Kivu,Masereka,8
28,2,2019,North Kivu,Masereka,8
1,3,2019,North Kivu,Masereka,8
2,3,2019,North Kivu,Masereka,8
3,3,2019,North Kivu,Masereka,8
4,3,2019,North Kivu,Masereka,9
5,3,2019,North Kivu,Masereka,10
6,3,2019,North Kivu,Masereka,10
7,3,2019,North Kivu,Masereka,10
8,3,2019,North Kivu,Masereka,10
9,3,2019,North Kivu,Masereka,10
10,3,2019,North Kivu,Masereka,10
11,3,2019,North Kivu,Masereka,11
12,3,2019,North Kivu,Masereka,11
13,3,2019,North Kivu,Masereka,11
14,3,2019,North Kivu,Masereka,11
15,3,2019,North Kivu,Masereka,12
16,3,2019,North Kivu,Masereka,14
17,3,2019,North Kivu,Masereka,16
18,3,2019,North Kivu,Masereka,20
19,3,2019,North Kivu,Masereka,26
20,3,2019,North Kivu,Masereka,27
21,3,2019,North Kivu,Masereka,28
22,3,2019,North Kivu,Masereka,28
23,3,2019,North Kivu,Masereka,28
24,3,2019,North Kivu,Masereka,28
25,3,2019,North Kivu,Masereka,27
26,3,2019,North Kivu,Masereka,27
27,3,2019,North Kivu,Masereka,27
28,3,2019,North Kivu,Masereka,27
29,3,2019,North Kivu,Masereka,27
30,3,2019,North Kivu,Masereka,28
31,3,2019,North Kivu,Masereka,28
1,4,2019,North Kivu,Masereka,28
2,4,2019,North Kivu,Masereka,28
3,4,2019,North Kivu,Masereka,28
4,4,2019,North Kivu,Masereka,28
5,4,2019,North Kivu,Masereka,28
6,4,2019,North Kivu,Masereka,28
7,4,2019,North Kivu,Masereka,28
8,4,2019,North Kivu,Masereka,29
9,4,2019,North Kivu,Masereka,29
10,4,2019,North Kivu,Masereka,29
11,4,2019,North Kivu,Masereka,28
12,4,2019,North Kivu,Masereka,28
13,4,2019,North Kivu,Masereka,28
14,4,2019,North Kivu,Masereka,29
15,4,2019,North Kivu,Masereka,30
16,4,2019,North Kivu,Masereka,30
17,4,2019,North Kivu,Masereka,30
18,4,2019,North Kivu,Masereka,31
19,4,2019,North Kivu,Masereka,32
20,4,2019,North Kivu,Masereka,32
21,4,2019,North Kivu,Masereka,32
22,4,2019,North Kivu,Masereka,33
23,4,2019,North Kivu,Masereka,36
24,4,2019,North Kivu,Masereka,33
25,4,2019,North Kivu,Masereka,33
26,4,2019,North Kivu,Masereka,33
27,4,2019,North Kivu,Masereka,33
28,4,2019,North Kivu,Masereka,33
29,4,2019,North Kivu,Masereka,33
30,4,2019,North Kivu,Masereka,33
1,5,2019,North Kivu,Masereka,33
2,5,2019,North Kivu,Masereka,33
3,5,2019,North Kivu,Masereka,33
4,5,2019,North Kivu,Masereka,33
5,5,2019,North Kivu,Masereka,34
6,5,2019,North Kivu,Masereka,35
7,5,2019,North Kivu,Masereka,35
8,5,2019,North Kivu,Masereka,35
9,5,2019,North Kivu,Masereka,35
10,5,2019,North Kivu,Masereka,36
11,5,2019,North Kivu,Masereka,36
12,5,2019,North Kivu,Masereka,36
13,5,2019,North Kivu,Masereka,36
14,5,2019,North Kivu,Masereka,36
15,5,2019,North Kivu,Masereka,36
16,5,2019,North Kivu,Masereka,36
17,5,2019,North Kivu,Masereka,36
18,5,2019,North Kivu,Masereka,36
19,5,2019,North Kivu,Masereka,36
20,5,2019,North Kivu,Masereka,37
21,5,2019,North Kivu,Masereka,37
22,5,2019,North Kivu,Masereka,37
23,5,2019,North Kivu,Masereka,37
24,5,2019,North Kivu,Masereka,37
25,5,2019,North Kivu,Masereka,37
26,5,2019,North Kivu,Masereka,37
27,5,2019,North Kivu,Masereka,37
28,5,2019,North Kivu,Masereka,38
29,5,2019,North Kivu,Masereka,38
30,5,2019,North Kivu,Masereka,38
31,5,2019,North Kivu,Masereka,38
1,6,2019,North Kivu,Masereka,38
2,6,2019,North Kivu,Masereka,38
3,6,2019,North Kivu,Masereka,38
4,6,2019,North Kivu,Masereka,38
5,6,2019,North Kivu,Masereka,38
6,6,2019,North Kivu,Masereka,38
7,6,2019,North Kivu,Masereka,38
8,6,2019,North Kivu,Masereka,38
9,6,2019,North Kivu,Masereka,38
10,6,2019,North Kivu,Masereka,38
11,6,2019,North Kivu,Masereka,38
12,6,2019,North Kivu,Masereka,38
13,6,2019,North Kivu,Masereka,38
14,6,2019,North Kivu,Masereka,38
15,6,2019,North Kivu,Masereka,38
16,6,2019,North Kivu,Masereka,38
17,6,2019,North Kivu,Masereka,38
18,6,2019,North Kivu,Masereka,38
19,6,2019,North Kivu,Masereka,38
20,6,2019,North Kivu,Masereka,38
21,6,2019,North Kivu,Masereka,38
22,6,2019,North Kivu,Masereka,38
23,6,2019,North Kivu,Masereka,38
24,6,2019,North Kivu,Masereka,38
25,6,2019,North Kivu,Masereka,39
26,6,2019,North Kivu,Masereka,39
27,6,2019,North Kivu,Masereka,42
28,6,2019,North Kivu,Masereka,45
29,6,2019,North Kivu,Masereka,46
30,6,2019,North Kivu,Masereka,46
1,7,2019,North Kivu,Masereka,46
2,7,2019,North Kivu,Masereka,46
3,7,2019,North Kivu,Masereka,46
4,7,2019,North Kivu,Masereka,47
5,7,2019,North Kivu,Masereka,47
6,7,2019,North Kivu,Masereka,47
7,7,2019,North Kivu,Masereka,47
8,7,2019,North Kivu,Masereka,47
9,7,2019,North Kivu,Masereka,47
10,7,2019,North Kivu,Masereka,47
11,7,2019,North Kivu,Masereka,47
12,7,2019,North Kivu,Masereka,47
13,7,2019,North Kivu,Masereka,47
14,7,2019,North Kivu,Masereka,47
15,7,2019,North Kivu,Masereka,47
16,7,2019,North Kivu,Masereka,47
17,7,2019,North Kivu,Masereka,47
18,7,2019,North Kivu,Masereka,47
19,7,2019,North Kivu,Masereka,48
20,7,2019,North Kivu,Masereka,48
21,7,2019,North Kivu,Masereka,48
30,7,2019,North Kivu,Masereka,49
31,7,2019,North Kivu,Masereka,48
1,8,2019,North Kivu,Masereka,49
2,8,2019,North Kivu,Masereka,49
3,8,2019,North Kivu,Masereka,49
4,8,2019,North Kivu,Masereka,49
6,8,2019,North Kivu,Masereka,49
7,8,2019,North Kivu,Masereka,49
8,8,2019,North Kivu,Masereka,49
9,8,2019,North Kivu,Masereka,49
10,8,2019,North Kivu,Masereka,49
11,8,2019,North Kivu,Masereka,49
12,8,2019,North Kivu,Masereka,49
13,8,2019,North Kivu,Masereka,49
14,8,2019,North Kivu,Masereka,49
15,8,2019,North Kivu,Masereka,49
16,8,2019,North Kivu,Masereka,49
17,8,2019,North Kivu,Masereka,49
18,8,2019,North Kivu,Masereka,49
19,8,2019,North Kivu,Masereka,49
20,8,2019,North Kivu,Masereka,49
21,8,2019,North Kivu,Masereka,50
22,8,2019,North Kivu,Masereka,50
23,8,2019,North Kivu,Masereka,50
24,8,2019,North Kivu,Masereka,50
25,8,2019,North Kivu,Masereka,50
26,8,2019,North Kivu,Masereka,50
27,8,2019,North Kivu,Masereka,50
28,8,2019,North Kivu,Masereka,50
29,8,2019,North Kivu,Masereka,50
30,8,2019,North Kivu,Masereka,50
31,8,2019,North Kivu,Masereka,50
1,9,2019,North Kivu,Masereka,50
2,9,2019,North Kivu,Masereka,50
3,9,2019,North Kivu,Masereka,50
4,9,2019,North Kivu,Masereka,50
5,9,2019,North Kivu,Masereka,50
6,9,2019,North Kivu,Masereka,50
7,9,2019,North Kivu,Masereka,50
8,9,2019,North Kivu,Masereka,50
9,9,2019,North Kivu,Masereka,50
10,9,2019,North Kivu,Masereka,50
11,9,2019,North Kivu,Masereka,50
12,9,2019,North Kivu,Masereka,50
13,9,2019,North Kivu,Masereka,50
14,9,2019,North Kivu,Masereka,50
15,9,2019,North Kivu,Masereka,50
16,9,2019,North Kivu,Masereka,50
17,9,2019,North Kivu,Masereka,50
18,9,2019,North Kivu,Masereka,50
19,9,2019,North Kivu,Masereka,50
20,9,2019,North Kivu,Masereka,50
21,9,2019,North Kivu,Masereka,50
22,9,2019,North Kivu,Masereka,50
23,9,2019,North Kivu,Masereka,50
24,9,2019,North Kivu,Masereka,50
25,9,2019,North Kivu,Masereka,50
26,9,2019,North Kivu,Masereka,50
27,9,2019,North Kivu,Masereka,50
28,9,2019,North Kivu,Masereka,50
29,9,2019,North Kivu,Masereka,50
30,9,2019,North Kivu,Masereka,50
1,10,2019,North Kivu,Masereka,50
2,10,2019,North Kivu,Masereka,50
3,10,2019,North Kivu,Masereka,50
4,10,2019,North Kivu,Masereka,50
5,10,2019,North Kivu,Masereka,50
6,10,2019,North Kivu,Masereka,50
7,10,2019,North Kivu,Masereka,50
8,10,2019,North Kivu,Masereka,50
9,10,2019,North Kivu,Masereka,50
10,10,2019,North Kivu,Masereka,50
11,10,2019,North Kivu,Masereka,50
12,10,2019,North Kivu,Masereka,50
13,10,2019,North Kivu,Masereka,50
14,10,2019,North Kivu,Masereka,50
15,10,2019,North Kivu,Masereka,50
16,10,2019,North Kivu,Masereka,50
17,10,2019,North Kivu,Masereka,50
18,10,2019,North Kivu,Masereka,50
19,10,2019,North Kivu,Masereka,50
20,10,2019,North Kivu,Masereka,50
21,10,2019,North Kivu,Masereka,50
22,10,2019,North Kivu,Masereka,50
23,10,2019,North Kivu,Masereka,50
24,10,2019,North Kivu,Masereka,50
25,10,2019,North Kivu,Masereka,50
26,10,2019,North Kivu,Masereka,50
27,10,2019,North Kivu,Masereka,50
28,10,2019,North Kivu,Masereka,50
29,10,2019,North Kivu,Masereka,50
30,10,2019,North Kivu,Masereka,50
31,10,2019,North Kivu,Masereka,50
1,11,2019,North Kivu,Masereka,50
2,11,2019,North Kivu,Masereka,50
3,11,2019,North Kivu,Masereka,50
4,11,2019,North Kivu,Masereka,50
5,11,2019,North Kivu,Masereka,50
6,11,2019,North Kivu,Masereka,50
7,11,2019,North Kivu,Masereka,50
8,11,2019,North Kivu,Masereka,50
9,11,2019,North Kivu,Masereka,50
10,11,2019,North Kivu,Masereka,50
11,11,2019,North Kivu,Masereka,50
12,11,2019,North Kivu,Masereka,50
13,11,2019,North Kivu,Masereka,50
14,11,2019,North Kivu,Masereka,50
15,11,2019,North Kivu,Masereka,50
16,11,2019,North Kivu,Masereka,50
17,11,2019,North Kivu,Masereka,50
18,11,2019,North Kivu,Masereka,50
19,11,2019,North Kivu,Masereka,50
20,11,2019,North Kivu,Masereka,50
21,11,2019,North Kivu,Masereka,50
22,11,2019,North Kivu,Masereka,50
23,11,2019,North Kivu,Masereka,50
24,11,2019,North Kivu,Masereka,50
25,11,2019,North Kivu,Masereka,50
26,11,2019,North Kivu,Masereka,50
27,11,2019,North Kivu,Masereka,50
28,11,2019,North Kivu,Masereka,50
29,11,2019,North Kivu,Masereka,50
30,11,2019,North Kivu,Masereka,50
1,12,2019,North Kivu,Masereka,50
2,12,2019,North Kivu,Masereka,50
3,12,2019,North Kivu,Masereka,50
4,12,2019,North Kivu,Masereka,50
5,12,2019,North Kivu,Masereka,50
6,12,2019,North Kivu,Masereka,50
7,12,2019,North Kivu,Masereka,50
8,12,2019,North Kivu,Masereka,50
9,12,2019,North Kivu,Masereka,50
10,12,2019,North Kivu,Masereka,50
11,12,2019,North Kivu,Masereka,50
12,12,2019,North Kivu,Masereka,50
13,12,2019,North Kivu,Masereka,50
14,12,2019,North Kivu,Masereka,50
15,12,2019,North Kivu,Masereka,50
16,12,2019,North Kivu,Masereka,50
17,12,2019,North Kivu,Masereka,50
18,12,2019,North Kivu,Masereka,50
